Stage 4, arm c: the floor IMPLEMENTATION on the floor RUNTIME.

commit:   d281acf6ae3d78510d62c68f969ff16fe52e0768 (+ this slice)
runtime:  Mono JIT compiler version 6.8.0.105 (Debian 6.8.0.105+dfsg-3.6ubuntu2 Sun Mar 31 02:55:28 UTC 2024)
          net48 assembly, Mono on Linux. README 5's C# row names netstandard2.0
          first and .NET Framework 4.8 failing that; on Linux net48 IS Mono, and
          6.8.0.105 is the version the published report's ~73 ns crossing came from.
sources:  AK_FLOOR, LINKED from ../Facade and ../Harness. One source tree.
payloads: AK_BENCH_ONLY=P1.2,P1.3,P2.2,P2.5,P3.1,P6.1

READ THIS BEFORE THE TABLE.

README 5.2: arm c mixes implementation and runtime by construction, so its
number STANDS ALONE and is never quoted as a ratio against arm a. The
absolutes below are Mono absolutes and nothing else.

The one ratio arm c may legitimately carry is the one formed INSIDE its own
process: managed against Google.Protobuf, both on Mono. That answers a
question arm b cannot -- whether the design still wins where a pinned
consumer actually runs -- without comparing two runtimes.

It passes the SAME 120 correctness checks as arms a and b (below), which is
README 5.1's binding condition: identical wire bytes at every level.

# harness: conformance
# utc:                 2026-09-19T07:32:34Z
# runtime:             Mono 6.8.0.105 (Debian 6.8.0.105+dfsg-3.6ubuntu2 Sun Mar 31 02:55:28 UTC 2024)
# os:                  Unix 6.18.44.37
# arch:                X64
# processors:          4
# Google.Protobuf:     3.28.3.0
# server GC:           False
# latency mode:        Interactive
# tiered compilation:  on (default)
# tiered PGO:          on (default)
# R2R:                 on (default)
# floor sources:       YES (AK_FLOOR)
# facade TFM:          net48
# transcoder:          Encoding.UTF8.GetBytes(char*, int, byte*, int) -- netstandard2.0, unsafe
# length-prefix sites: 72
#
# R13 calibration on THIS machine: the Rust slice's crossing benchmark
#   measures 1.8 ns forward and 2.1 ns forward-plus-reverse here
#   (ffi/logs/csharp/calibration-rust-crossing.log). Every absolute
#   below is also quotable as a multiple of that 1.8 ns.
#
payload  shape  root                        bytes  gp-tba  gp-wto  managed  2pass  vector  mrt  grt  value
----------------------------------------------------------------------------------------------------------------------
P1.1     M1     ListResultsResponse          858  ok      ok      ok       ok     ok      ok   ok   ok
P1.2     M1     ListResultsResponse       218121  ok      ok      ok       ok     -       ok   ok   ok
P1.3     M1     ListResultsResponse          605  ok      ok      ok       ok     ok      ok   ok   ok
P2.1     M2     ListTasksDetailedResponse    1037  ok      ok      ok       ok     ok      ok   ok   ok
P2.2     M2     ListTasksDetailedResponse  540422  ok      ok      ok       ok     -       ok   ok   ok
P2.3     M2     ListTasksDetailedResponse  647024  ok      ok      ok       ok     -       ok   ok   ok
P2.4     M2     ListTasksDetailedResponse  979465  ok      ok      ok       ok     -       ok   ok   ok
P2.5     M2     ListTasksDetailedResponse   19632  ok      ok      ok       ok     ok      ok   ok   ok
P3.1     M3     ListProbeResponse          12097  ok      ok      ok       ok     ok      ok   ok   ok
P4.1     M4     ListTaskSummaryResponse    65321  ok      ok      ok       ok     ok      ok   ok   ok
P5.1     M5     UploadResultDataMessage      116  ok      ok      ok       ok     ok      ok   ok   ok
P5.2     M5     UploadResultDataMessage    65620  ok      ok      ok       ok     -       ok   ok   ok
P5.3     M5     UploadResultDataMessage  1048660  ok      ok      ok       ok     -       ok   ok   ok
P5.4     M5     UploadResultDataMessage  4194390  ok      ok      ok       ok     -       ok   ok   ok
P6.1     M6     ListMetricsResponse       123354  ok      ok      ok       ok     -       ok   ok   ok
P7.1     -      DualResponse                  98  perm    perm    perm     perm   perm    ok   ok   ok

120 checks, 0 failure(s)

############## run 1 ##############
# harness: bench
# utc:                 2026-09-19T07:32:37Z
# runtime:             Mono 6.8.0.105 (Debian 6.8.0.105+dfsg-3.6ubuntu2 Sun Mar 31 02:55:28 UTC 2024)
# os:                  Unix 6.18.44.37
# arch:                X64
# processors:          4
# Google.Protobuf:     3.28.3.0
# server GC:           False
# latency mode:        Interactive
# tiered compilation:  on (default)
# tiered PGO:          on (default)
# R2R:                 on (default)
# floor sources:       YES (AK_FLOOR)
# facade TFM:          net48
# transcoder:          Encoding.UTF8.GetBytes(char*, int, byte*, int) -- netstandard2.0, unsafe
# length-prefix sites: 72
#
# R13 calibration on THIS machine: the Rust slice's crossing benchmark
#   measures 1.8 ns forward and 2.1 ns forward-plus-reverse here
#   (ffi/logs/csharp/calibration-rust-crossing.log). Every absolute
#   below is also quotable as a multiple of that 1.8 ns.
#
# 48 cases, 7 rounds, interleaved: every case runs once before any runs twice
# warmup budget 40 ms per case, twice, with a sleep between so the tiering
#   background thread can promote. R9: tiering and PGO stay ON.

payload  dir     arm              reps      min ns      med ns      max ns   ns/elem   alloc B/op   /gp-writeto  /gp-tba
  /gp-writeto is the fair baseline on encode: CalculateSize + WriteTo(Span) into a
    reused buffer, no allocation. On decode the baseline column is gp-parse for both.
  /gp-tba is Google.Protobuf's ToByteArray, which is the call application code
    actually writes. The two differ by one allocation of the output, and the gap
    between the two columns is that allocation with nothing else in it.
  managed against managed-2pass is a WITHIN-ARM delta in the same rounds (R4): one
    pass with a learned length width against two passes with exact prefixes, which
    is the shape Google.Protobuf uses. It prices the single pass ALONE.
  memcpy floor is R2's bound: no encoder produces N bytes for less than one copy of
    N bytes. On DECODE it is a weak floor except on the M5 bulk rows, where a
    decode is a copy; elsewhere read it as a scale and not as a bound.
  ns/elem divides by the element count, which for P1.1 (4 elements) is a per-MESSAGE
    cost divided by four and is NOT comparable with P1.2's.
  There are no crossing counts here: every arm in this table is in-process managed
    code and crosses nothing. The counts R5 asks for belong to the core-ffi arm,
    which is not built.

############## run 2 ##############
# harness: bench
# utc:                 2026-09-19T07:33:10Z
# runtime:             Mono 6.8.0.105 (Debian 6.8.0.105+dfsg-3.6ubuntu2 Sun Mar 31 02:55:28 UTC 2024)
# os:                  Unix 6.18.44.37
# arch:                X64
# processors:          4
# Google.Protobuf:     3.28.3.0
# server GC:           False
# latency mode:        Interactive
# tiered compilation:  on (default)
# tiered PGO:          on (default)
# R2R:                 on (default)
# floor sources:       YES (AK_FLOOR)
# facade TFM:          net48
# transcoder:          Encoding.UTF8.GetBytes(char*, int, byte*, int) -- netstandard2.0, unsafe
# length-prefix sites: 72
#
# R13 calibration on THIS machine: the Rust slice's crossing benchmark
#   measures 1.8 ns forward and 2.1 ns forward-plus-reverse here
#   (ffi/logs/csharp/calibration-rust-crossing.log). Every absolute
#   below is also quotable as a multiple of that 1.8 ns.
#
# 48 cases, 7 rounds, interleaved: every case runs once before any runs twice
# warmup budget 40 ms per case, twice, with a sleep between so the tiering
#   background thread can promote. R9: tiering and PGO stay ON.

payload  dir     arm              reps      min ns      med ns      max ns   ns/elem   alloc B/op   /gp-writeto  /gp-tba
------------------------------------------------------------------------------------------------------------------------------------
P1.2     encode  gp-tobytearray      25   1594076.0   1627084.0   1658448.0   1627.08       218224   1.118        1.000
P1.2     encode  gp-writeto          28   1452214.3   1455646.4   1563496.4   1455.65            0   1.000        0.895
P1.2     encode  managed            147    537813.6    540935.4    585276.9    540.94            0   0.372        0.332
P1.2     encode  managed-2pass       75   1014457.3   1020253.3   1071146.7   1020.25            0   0.701        0.627
P1.2     encode  memcpy floor      4681      8044.9      8398.0     10509.5      8.40            0   0.006        0.005

P1.2     decode  gp-parse            19   2961200.0   3042500.0   3488542.1   3042.50      1043936   1.000        1.000
P1.2     decode  managed-parse       39   1851635.9   1992638.5   2123833.3   1992.64       658056   0.655        0.655
P1.2     decode  memcpy floor      7723      9363.0      9590.4     10285.6      9.59            0   0.003        0.003

P1.3     encode  gp-tobytearray    4141     18667.2     19686.6     21813.0     65.62          704   1.057        1.000
P1.3     encode  gp-writeto        4287     18370.2     18623.6     19006.3     62.08            0   1.000        0.946
P1.3     encode  managed           9363      6892.1      6934.0      6963.1     23.11            0   0.372        0.352
P1.3     encode  managed-2pass     4681      7618.7      7660.7      8737.3     25.54            0   0.411        0.389
P1.3     encode  memcpy floor    1960577        38.9        39.1        43.5      0.13            0   0.002        0.002

P1.3     decode  gp-parse          1171     39484.5     40062.8     41410.6    133.54        42024   1.000        1.000
P1.3     decode  managed-parse     2495     16343.0     16919.6     19177.8     56.40        39688   0.422        0.422
P1.3     decode  memcpy floor    1036090        38.8        38.9        40.5      0.13            0   0.001        0.001

P2.2     encode  gp-tobytearray       7   6063014.3   6095942.9   7070885.7  12191.89       572520   1.088        1.000
P2.2     encode  gp-writeto           8   5536975.0   5602487.5   5786562.5  11204.98        32000   1.000        0.919
P2.2     encode  managed             45   1696515.6   1723904.4   1747686.7   3447.81            0   0.308        0.283
P2.2     encode  managed-2pass       19   3680931.6   3741157.9   3886121.1   7482.32            0   0.668        0.614
P2.2     encode  memcpy floor      3471     20668.1     21430.0     25380.7     42.86            0   0.004        0.004

P2.2     decode  gp-parse             9   9040344.4   9366933.3   9907055.6  18733.87      3370608   1.000        1.000
P2.2     decode  managed-parse       15   4719120.0   5115466.7   5495080.0  10230.93      2173976   0.546        0.546
P2.2     decode  memcpy floor      3617     21411.1     22250.6     22893.1     44.50            0   0.002        0.002

P2.5     encode  gp-tobytearray     204    200940.2    202784.3    207821.6  10139.22        21008   1.053        1.000
P2.5     encode  gp-writeto         419    190649.2    192647.7    275362.8   9632.39         1280   1.000        0.950
P2.5     encode  managed           1171     55485.1     55684.4     57741.1   2784.22            0   0.289        0.275
P2.5     encode  managed-2pass      318    125938.4    126455.3    151975.8   6322.77            0   0.656        0.624
P2.5     encode  memcpy floor    149799       498.9       515.0       724.8     25.75            0   0.003        0.003

P2.5     decode  gp-parse           147    290490.5    314570.1    339995.2  15728.50       126848   1.000        1.000
P2.5     decode  managed-parse      269    150697.8    157032.7    163239.8   7851.64        81984   0.499        0.499
P2.5     decode  memcpy floor    149799       527.6       558.4       605.9     27.92            0   0.002        0.002

P3.1     encode  gp-tobytearray     354    118037.6    122769.5    133558.5    613.85        12200   1.107        1.000
P3.1     encode  gp-writeto         365    109352.9    110908.8    111140.5    554.54            0   1.000        0.903
P3.1     encode  managed           1171     40573.0     40854.6     42955.8    204.27            0   0.368        0.333
P3.1     encode  managed-2pass      536     74652.4     75015.7     76220.1    375.08            0   0.676        0.611
P3.1     encode  memcpy floor    599187       107.6       107.8       127.0      0.54            0   0.001        0.001

P3.1     decode  gp-parse           455    166002.4    170775.4    185166.6    853.88        71536   1.000        1.000
P3.1     decode  managed-parse      454     91462.8     95693.8    105494.3    478.47        52016   0.560        0.560
P3.1     decode  memcpy floor    599187       108.4       112.2       118.9      0.56            0   0.001        0.001

P6.1     encode  gp-tobytearray      29   1362700.0   1370800.0   1634503.4   6854.00       123456   1.080        1.000
P6.1     encode  gp-writeto          32   1263596.9   1268912.5   1329684.4   6344.56            0   1.000        0.926
P6.1     encode  managed            101    433658.4    436248.5    451652.5   2181.24            0   0.344        0.318
P6.1     encode  managed-2pass       44    919143.2    923715.9   1041425.0   4618.58            0   0.728        0.674
P6.1     encode  memcpy floor      9363      4422.5      4708.4      5659.8     23.54            0   0.004        0.003

P6.1     decode  gp-parse            61   1291391.8   1309604.9   1379547.5   6548.02       388288   1.000        1.000
P6.1     decode  managed-parse       91    857837.4    924203.3    945561.5   4621.02       505152   0.706        0.706
P6.1     decode  memcpy floor      9363      5162.8      5281.5      5768.0     26.41            0   0.004        0.004

Reading this table.
  /gp-writeto is the fair baseline on encode: CalculateSize + WriteTo(Span) into a
    reused buffer, no allocation. On decode the baseline column is gp-parse for both.
  /gp-tba is Google.Protobuf's ToByteArray, which is the call application code
    actually writes. The two differ by one allocation of the output, and the gap
    between the two columns is that allocation with nothing else in it.
  managed against managed-2pass is a WITHIN-ARM delta in the same rounds (R4): one
    pass with a learned length width against two passes with exact prefixes, which
    is the shape Google.Protobuf uses. It prices the single pass ALONE.
  memcpy floor is R2's bound: no encoder produces N bytes for less than one copy of
    N bytes. On DECODE it is a weak floor except on the M5 bulk rows, where a
    decode is a copy; elsewhere read it as a scale and not as a bound.
  ns/elem divides by the element count, which for P1.1 (4 elements) is a per-MESSAGE
    cost divided by four and is NOT comparable with P1.2's.
  There are no crossing counts here: every arm in this table is in-process managed
    code and crosses nothing. The counts R5 asks for belong to the core-ffi arm,
    which is not built.

