Stage 3: the arms, timed. R3, R4, R9 and R2's floor.

commit:      d281acf6ae3d78510d62c68f969ff16fe52e0768 (+ this slice)
build:       arm a, target sources, dotnet build -c Release, NO AkCount:
             the per-site counting store is out of this build.
awk: 1: unexpected character '\'
machine:     4 vCPU Intel(R) Xeon(R) Processor @ 2.80GHz,  GiB, 6.18.44-fc-v37
sdk:         8.0.131
content set: ASCII, which is what every id in the real schema is. The other two
             sets are stage5-content-sets.log and they MOVE these ratios:
             the managed encode advantage narrows from 0.31-0.43 of the
             incumbent on ascii to 0.45-0.61 on wide. A number here without
             that one beside it is half a number (design/SHAPES.md).

R13 calibration, taken on THIS container before anything below:
  the Rust slice's crossing benchmark measures 1.8 ns forward and 2.1 ns
  forward-plus-reverse here, five runs, medians 1.8/1.8/1.8/1.8/1.8 and
  2.1/2.1/2.1/2.1/2.1 (ffi/logs/csharp/calibration-rust-crossing.log). That
  reproduces the Rust slice's own container to the digit, so an absolute below
  is comparable with a Rust slice absolute -- a fact that had to be MEASURED
  and could not have been assumed, which is what R13 is for.

THREE PROCESSES. A ratio is formed inside one process (R4); the spread across
the three is what says whether the ratio travels. Absolutes do not.

############################## process 1 ##############################
# harness: bench
# utc:                 2026-09-19T07:39:05Z
# runtime:             .NET 8.0.31
# os:                  Ubuntu 24.04.4 LTS
# arch:                X64
# processors:          4
# Google.Protobuf:     3.28.3.0
# server GC:           False
# latency mode:        Interactive
# tiered compilation:  on (default)
# tiered PGO:          on (default)
# R2R:                 on (default)
# floor sources:       no
# facade TFM:          net8.0
# transcoder:          Encoding.UTF8.GetBytes(ReadOnlySpan<char>, Span<byte>) -- net8.0
# length-prefix sites: 72
#
# R13 calibration on THIS machine: the Rust slice's crossing benchmark
#   measures 1.8 ns forward and 2.1 ns forward-plus-reverse here
#   (ffi/logs/csharp/calibration-rust-crossing.log). Every absolute
#   below is also quotable as a multiple of that 1.8 ns.
#
# 128 cases, 7 rounds, interleaved: every case runs once before any runs twice
# warmup budget 40 ms per case, twice, with a sleep between so the tiering
#   background thread can promote. R9: tiering and PGO stay ON.

payload  dir     arm              reps      min ns      med ns      max ns   ns/elem   alloc B/op   /gp-writeto  /gp-tba
P5.2     decode  gp-parse          5651      9743.9     11663.8     13029.9  11663.81        65864   1.000        1.000
P5.2     decode  managed-parse     6865      8370.7      9648.6     12747.8   9648.61        65816   0.827        0.827
P5.2     decode  memcpy floor     26973      2701.5      2815.3      3483.5   2815.31            0   0.241        0.241

P5.3     encode  gp-tobytearray     159    368696.2    449645.9    590090.6  449645.91      1048797   7.170        1.000
P5.3     encode  gp-writeto        1171     58587.4     62713.0     78420.0  62712.98            0   1.000        0.139
P5.3     encode  managed           1171     56840.6     61920.2     65556.0  61920.24            0   0.987        0.138
P5.3     encode  managed-2pass      897     54384.2     62702.9     68813.8  62702.90            0   1.000        0.139
P5.3     encode  memcpy floor      1171     57375.8     60911.9     64244.5  60911.87            0   0.971        0.135

P5.3     decode  gp-parse           147    326276.9    373551.7    515612.2  373551.70      1048924   1.000        1.000
P5.3     decode  managed-parse      158    407412.0    480233.5    620720.3  480233.54      1048883   1.286        1.286
P5.3     decode  memcpy floor      1171     56791.4     61063.6     79365.3  61063.62            0   0.163        0.163

P5.4     encode  gp-tobytearray      35   1279057.1   1984677.1   2381202.9  1984677.14      4194710   5.905        1.000
P5.4     encode  gp-writeto         147    297581.6    336117.0    367326.5  336117.01            0   1.000        0.169
P5.4     encode  managed            147    363807.5    372069.4    387502.7  372069.39            0   1.107        0.187
P5.4     encode  managed-2pass      147    353012.2    360475.5    549874.8  360475.51            0   1.072        0.182
P5.4     encode  memcpy floor       147    343770.7    354902.0    389017.7  354902.04            0   1.056        0.179

P5.4     decode  gp-parse            30   1636916.7   1958493.3   3151346.7  1958493.33      4194632   1.000        1.000
P5.4     decode  managed-parse       53   1483969.8   1616239.6   2510264.2  1616239.62      4194584   0.825        0.825
P5.4     decode  memcpy floor       147    340815.6    346593.2    362980.3  346593.20            0   0.177        0.177

P6.1     encode  gp-tobytearray      67    567329.9    599743.3    626864.2   2998.72       123448   1.107        1.000
P6.1     encode  gp-writeto         147    528824.5    541951.0    594754.4   2709.76            0   1.000        0.904
P6.1     encode  managed            487    165573.3    166978.9    197366.1    834.89            0   0.308        0.278
P6.1     encode  managed-2pass      147    310061.2    314643.5    337529.9   1573.22            0   0.581        0.525
P6.1     encode  memcpy floor      9363      4279.0      5366.3      5742.5     26.83            0   0.010        0.009

P6.1     decode  gp-parse           111    544402.7    548627.9    648215.3   2743.14       356240   1.000        1.000
P6.1     decode  managed-parse      147    430608.2    452975.5    513919.0   2264.88       465088   0.826        0.826
P6.1     decode  memcpy floor      9363      4389.0      5283.2      5881.8     26.42            0   0.010        0.010

P7.1     encode  gp-tobytearray   74899       560.9       563.3       627.2     93.89          192   1.146        1.000
P7.1     encode  gp-writeto      164813       486.3       491.5       535.3     81.92            0   1.000        0.873
P7.1     encode  managed         240896       165.4       166.0       192.1     27.67            0   0.338        0.295
P7.1     encode  managed-2pass   163202       246.2       251.0       272.7     41.83            0   0.511        0.446
P7.1     encode  memcpy floor    4793491        12.8        13.0        14.5      2.17            0   0.026        0.023

P7.1     decode  gp-parse         74899       953.9       993.2      1321.6    165.53          776   1.000        1.000
P7.1     decode  managed-parse    74899       538.1       551.8       764.6     91.97          656   0.556        0.556
P7.1     decode  memcpy floor    4793491        13.0        13.0        15.3      2.17            0   0.013        0.013

Reading this table.
  /gp-writeto is the fair baseline on encode: CalculateSize + WriteTo(Span) into a
    reused buffer, no allocation. On decode the baseline column is gp-parse for both.
  /gp-tba is Google.Protobuf's ToByteArray, which is the call application code
    actually writes. The two differ by one allocation of the output, and the gap
    between the two columns is that allocation with nothing else in it.
  managed against managed-2pass is a WITHIN-ARM delta in the same rounds (R4): one
    pass with a learned length width against two passes with exact prefixes, which
    is the shape Google.Protobuf uses. It prices the single pass ALONE.
  memcpy floor is R2's bound: no encoder produces N bytes for less than one copy of
    N bytes. On DECODE it is a weak floor except on the M5 bulk rows, where a
    decode is a copy; elsewhere read it as a scale and not as a bound.
  ns/elem divides by the element count, which for P1.1 (4 elements) is a per-MESSAGE
    cost divided by four and is NOT comparable with P1.2's.
  There are no crossing counts here: every arm in this table is in-process managed
    code and crosses nothing. The counts R5 asks for belong to the core-ffi arm,
    which is not built.

############################## process 2 ##############################
# harness: bench
# utc:                 2026-09-19T07:40:35Z
# runtime:             .NET 8.0.31
# os:                  Ubuntu 24.04.4 LTS
# arch:                X64
# processors:          4
# Google.Protobuf:     3.28.3.0
# server GC:           False
# latency mode:        Interactive
# tiered compilation:  on (default)
# tiered PGO:          on (default)
# R2R:                 on (default)
# floor sources:       no
# facade TFM:          net8.0
# transcoder:          Encoding.UTF8.GetBytes(ReadOnlySpan<char>, Span<byte>) -- net8.0
# length-prefix sites: 72
#
# R13 calibration on THIS machine: the Rust slice's crossing benchmark
#   measures 1.8 ns forward and 2.1 ns forward-plus-reverse here
#   (ffi/logs/csharp/calibration-rust-crossing.log). Every absolute
#   below is also quotable as a multiple of that 1.8 ns.
#
# 128 cases, 7 rounds, interleaved: every case runs once before any runs twice
# warmup budget 40 ms per case, twice, with a sleep between so the tiering
#   background thread can promote. R9: tiering and PGO stay ON.

payload  dir     arm              reps      min ns      med ns      max ns   ns/elem   alloc B/op   /gp-writeto  /gp-tba
------------------------------------------------------------------------------------------------------------------------------------
P1.1     encode  gp-tobytearray   38951      2000.1      2065.0      2137.8    516.24          952   1.223        1.000
P1.1     encode  gp-writeto       46369      1675.9      1689.1      1699.2    422.27            0   1.000        0.818
P1.1     encode  managed          74899       705.5       711.7       827.9    177.92            0   0.421        0.345
P1.1     encode  managed-2pass    28456      1382.0      1382.4      1409.8    345.59            0   0.818        0.669
P1.1     encode  memcpy floor    1662928        24.0        24.1        26.2      6.03            0   0.014        0.012

P1.1     decode  gp-parse         25715      3033.3      3113.7      3182.2    778.42         2888   1.000        1.000
P1.1     decode  managed-parse    41697      1911.9      1959.7      2144.9    489.93         2624   0.629        0.629
P1.1     decode  memcpy floor    1665655        24.0        24.7        25.0      6.18            0   0.008        0.008

P1.2     encode  gp-tobytearray      73    576121.9    613682.2    726827.4    613.68       218216   1.244        1.000
P1.2     encode  gp-writeto         147    491647.6    493381.0    515320.4    493.38            0   1.000        0.804
P1.2     encode  managed            373    209917.2    212329.0    221162.5    212.33            0   0.430        0.346
P1.2     encode  managed-2pass      147    443392.5    446470.7    452344.2    446.47            0   0.905        0.728
P1.2     encode  memcpy floor      7885      9513.1      9681.0     10528.2      9.68            0   0.020        0.016

P1.2     decode  gp-parse            51    797803.9    812264.7    857992.2    812.26       697928   1.000        1.000
P1.2     decode  managed-parse       73    506901.4    526556.2    540449.3    526.56       641976   0.648        0.648
P1.2     decode  memcpy floor      7991      9517.6      9735.7     10222.3      9.74            0   0.012        0.012

P1.3     encode  gp-tobytearray    3272     12327.0     12382.9     13646.1     41.28          696   1.019        1.000
P1.3     encode  gp-writeto        3324     12043.9     12154.9     13065.2     40.52            0   1.000        0.982
P1.3     encode  managed          20081      3964.0      3983.7      4724.4     13.28            0   0.328        0.322
P1.3     encode  managed-2pass     9363      5328.9      5346.9      5544.7     17.82            0   0.440        0.432
P1.3     encode  memcpy floor    3908651        20.1        20.3        21.9      0.07            0   0.002        0.002

P1.3     decode  gp-parse          2551     28793.6     29971.9     32740.4     99.91        39568   1.000        1.000
P1.3     decode  managed-parse     2557     11559.5     13511.9     15663.0     45.04        37216   0.451        0.451
P1.3     decode  memcpy floor    1970975        20.2        20.3        22.7      0.07            0   0.001        0.001

P2.1     encode  gp-tobytearray   10400      3715.5      3769.4      3803.1   3769.44         1184   1.104        1.000
P2.1     encode  gp-writeto       11509      3364.8      3414.6      3497.6   3414.65           56   1.000        0.906
P2.1     encode  managed          61157       912.0       917.5       946.1    917.48            0   0.269        0.243
P2.1     encode  managed-2pass    18811      2117.8      2128.0      2256.3   2128.00            0   0.623        0.565
P2.1     encode  memcpy floor    1508449        26.4        27.1        30.6     27.06            0   0.008        0.007

P2.1     decode  gp-parse          9363      5185.0      5339.8      5471.2   5339.82         4848   1.000        1.000
P2.1     decode  managed-parse    21095      3312.4      3488.8      3818.1   3488.83         4408   0.653        0.653
P2.1     decode  memcpy floor    1505304        26.4        26.9        27.2     26.86            0   0.005        0.005

P2.2     encode  gp-tobytearray      19   2239642.1   2420757.9   2614789.5   4841.52       568512   1.132        1.000
P2.2     encode  gp-writeto          19   2113631.6   2137973.7   2256542.1   4275.95        28000   1.000        0.883
P2.2     encode  managed             63    609944.4    615277.8    643036.5   1230.56            0   0.288        0.254
P2.2     encode  managed-2pass       26   1546692.3   1575453.8   1863407.7   3150.91            0   0.737        0.651
P2.2     encode  memcpy floor      1623     21167.5     21339.5     24930.8     42.68            0   0.010        0.009

P2.2     decode  gp-parse            19   2957673.7   3107642.1   3316252.6   6215.28      2316528   1.000        1.000
P2.2     decode  managed-parse       23   1939147.8   1995391.3   2230147.8   3990.78      2117904   0.642        0.642
P2.2     decode  memcpy floor      1799     21168.4     21860.8     26553.5     43.72            0   0.007        0.007

P2.3     encode  gp-tobytearray      25   1490968.0   1530216.0   1708172.0  12241.73       654112   1.150        1.000
P2.3     encode  gp-writeto          29   1319082.8   1330779.3   1396972.4  10646.23         7000   1.000        0.870
P2.3     encode  managed            147    466542.2    470827.9    482178.9   3766.62            0   0.354        0.308
P2.3     encode  managed-2pass       73   1066306.8   1070417.8   1084774.0   8563.34            0   0.804        0.700
P2.3     encode  memcpy floor      2377     29303.4     29899.0     31424.7    239.19            0   0.022        0.020

P2.3     decode  gp-parse            19   2129057.9   2327942.1   2611278.9  18623.54      2091104   1.000        1.000
P2.3     decode  managed-parse       27   1514096.3   1607177.8   1770674.1  12857.42      2085480   0.690        0.690
P2.3     decode  memcpy floor      1249     29365.0     30359.9     32080.8    242.88            0   0.013        0.013

P2.4     encode  gp-tobytearray      20   1962345.0   2193695.0   2587830.0  27421.19       984040   1.292        1.000
P2.4     encode  gp-writeto          43   1687437.2   1697895.3   1750990.7  21223.69         4480   1.000        0.774
P2.4     encode  managed            121    656841.3    659570.2    686147.1   8244.63            0   0.388        0.301
P2.4     encode  managed-2pass       30   1368890.0   1372936.7   1430616.7  17161.71            0   0.809        0.626
P2.4     encode  memcpy floor      1171     51501.3     54728.9     60611.4    684.11            0   0.032        0.025

P2.4     decode  gp-parse            17   2800352.9   3058070.6   3129829.4  38225.88      3283352   1.000        1.000
P2.4     decode  managed-parse       20   2107480.0   2329980.0   2514935.0  29124.75      3265688   0.762        0.762
P2.4     decode  memcpy floor      1171     50348.9     53092.2     57299.3    663.65            0   0.017        0.017

P2.5     encode  gp-tobytearray     573     69226.7     69878.7     79583.9   3493.94        20840   1.090        1.000
P2.5     encode  gp-writeto         585     63948.9     64094.9     65754.9   3204.74         1120   1.000        0.917
P2.5     encode  managed           2336     17215.3     17486.6     18179.5    874.33            0   0.273        0.250
P2.5     encode  managed-2pass     1171     42042.2     42567.5     44931.6   2128.38            0   0.664        0.609
P2.5     encode  memcpy floor     74899       724.4       749.2       797.2     37.46            0   0.012        0.011

P2.5     decode  gp-parse           831     95752.2     96333.0    101512.4   4816.65        86856   1.000        1.000
P2.5     decode  managed-parse     1171     62962.3     64402.4     69810.3   3220.12        79704   0.669        0.669
P2.5     decode  memcpy floor     74899       617.2       724.6       780.6     36.23            0   0.008        0.008

P3.1     encode  gp-tobytearray    1171     45107.8     45433.3     46962.9    227.17        12192   1.194        1.000
P3.1     encode  gp-writeto        1171     37669.9     38049.8     40010.8    190.25            0   1.000        0.837
P3.1     encode  managed           3235     12559.6     12658.4     13256.0     63.29            0   0.333        0.279
P3.1     encode  managed-2pass     3171     25034.1     25122.3     25737.1    125.61            0   0.660        0.553
P3.1     encode  memcpy floor    599187       116.6       116.8       118.1      0.58            0   0.003        0.003

P3.1     decode  gp-parse          1171     62225.1     63376.9     64192.4    316.88        49664   1.000        1.000
P3.1     decode  managed-parse     1171     40918.4     41840.2     43333.4    209.20        51952   0.660        0.660
P3.1     decode  memcpy floor    599187       116.9       118.0       121.2      0.59            0   0.002        0.002

P4.1     encode  gp-tobytearray     147    488609.5    490286.4    518853.7   2451.43        76616   1.041        1.000
P4.1     encode  gp-writeto         147    466485.7    471082.3    478102.7   2355.41        11200   1.000        0.961
P4.1     encode  managed            675    109124.9    109599.1    113536.7    548.00            0   0.233        0.224
P4.1     encode  managed-2pass      147    286193.2    288356.5    499030.6   1441.78            0   0.612        0.588
P4.1     encode  memcpy floor     27493      2013.9      2645.0      2934.2     13.23            0   0.006        0.005

P4.1     decode  gp-parse           135    539405.9    543374.8    558174.8   2716.87       392504   1.000        1.000
P4.1     decode  managed-parse      147    354395.2    361526.5    365273.5   1807.63       357352   0.665        0.665
P4.1     decode  memcpy floor     28157      2142.5      2587.8      2733.1     12.94            0   0.005        0.005

P5.1     encode  gp-tobytearray  339937       235.1       238.1       244.3    238.07          208   1.632        1.000
P5.1     encode  gp-writeto      273911       144.8       145.8       155.8    145.84            0   1.000        0.613
P5.1     encode  managed         599187        67.1        67.3        76.9     67.29            0   0.461        0.283
P5.1     encode  managed-2pass   599187       115.9       116.7       117.5    116.72            0   0.800        0.490
P5.1     encode  memcpy floor    4793491        14.3        14.7        15.3     14.71            0   0.101        0.062

P5.1     decode  gp-parse        255939       304.6       314.5       330.7    314.51          368   1.000        1.000
P5.1     decode  managed-parse   209146       195.1       202.3       217.7    202.30          320   0.643        0.643
P5.1     decode  memcpy floor    4793491        14.0        14.4        17.6     14.38            0   0.046        0.046

P5.2     encode  gp-tobytearray    5363      9621.3     11778.3     13707.8  11778.33        65712   4.047        1.000
P5.2     encode  gp-writeto       26797      2891.6      2910.7      3000.0   2910.68            0   1.000        0.247
P5.2     encode  managed          26981      2666.1      2794.3      2860.7   2794.30            0   0.960        0.237
P5.2     encode  managed-2pass    26985      2673.3      2842.8      2972.9   2842.76            0   0.977        0.241
P5.2     encode  memcpy floor     27397      2529.2      2741.2      2777.3   2741.17            0   0.942        0.233

P5.2     decode  gp-parse          5141      9861.0     11976.2     14033.9  11976.17        65864   1.000        1.000
P5.2     decode  managed-parse     7439      8825.5     10478.3     12762.8  10478.30        65816   0.875        0.875
P5.2     decode  memcpy floor     13328      2808.2      2858.6      2925.2   2858.59            0   0.239        0.239

P5.3     encode  gp-tobytearray     111    305444.1    459901.8    610994.6  459901.80      1048752   7.478        1.000
P5.3     encode  gp-writeto        1171     57698.7     61504.6     62268.1  61504.61            0   1.000        0.134
P5.3     encode  managed           1171     59577.0     60484.9     67040.8  60484.88            0   0.983        0.132
P5.3     encode  managed-2pass     1171     60444.8     61245.6     66377.5  61245.60            0   0.996        0.133
